   0,2.25178,4.34022,-6.03333,2.25178,4.34022,-6.03333
   1,0,4.42469,-1.7711,0,4.42469,-1.7711
   2,2.25178,4.34908,-6.36223,2.25178,4.34908,-6.36223
   3,0,4.43355,-2.1,0,4.43355,-2.1
   4,4.50558,4.2643,-5.76667,4.50558,4.2643,-5.76667
   5,2.25379,3.3681,-5.5,2.25379,3.3681,-5.5
   6,0,4.42447,2.16223,0,4.42447,2.16223
   7,0,3.44381,-1.83333,0,3.44381,-1.83333
   8,11.2614,3.88734,-5.76667,11.2614,3.88734,-5.76667
   9,6.75759,3.14172,-5.5,6.75759,3.14172,-5.5
  10,9.00937,4.03791,-6.03333,9.00937,4.03791,-6.03333
  11,13.614,3.73888,-6.03333,13.614,3.73888,-6.03333
  12,9.11229,2.99384,-5.5,9.11229,2.99384,-5.5
  13,13.7187,3.74147,-5.76667,13.7187,3.74147,-5.76667
  14,9.00766,4.04385,-6.35192,9.00766,4.04385,-6.35192
  15,11.2603,3.90121,-6.41231,11.2603,3.90121,-6.41231
  16,13.6137,3.75469,-6.42078,13.6137,3.75469,-6.42078
  17,13.7157,3.74877,-6.36039,13.7157,3.74877,-6.36039
  18,4.50386,4.2791,-6.41415,4.50386,4.2791,-6.41415
  19,4.50502,4.30218,-6.51539,4.50502,4.30218,-6.51539
  20,9.00948,4.07486,-6.51355,9.00948,4.07486,-6.51355
  21,4.50728,4.36957,-6.66336,4.50728,4.36957,-6.66336
  22,9.01368,4.14311,-6.66344,9.01368,4.14311,-6.66344
  23,2.25294,4.40341,-6.58011,2.25294,4.40341,-6.58011
  24,11.2638,3.94963,-6.57835,11.2638,3.94963,-6.57835
  25,4.51053,4.47157,-6.79258,4.51053,4.47157,-6.79258
  26,9.02002,4.24479,-6.79299,9.02002,4.24479,-6.79299
  27,2.25434,4.4909,-6.7268,2.25434,4.4909,-6.7268
  28,11.2702,4.03766,-6.72728,11.2702,4.03766,-6.72728
  29,4.5146,4.60069,-6.89469,4.5146,4.60069,-6.89469
  30,9.02812,4.3741,-6.89482,9.02812,4.3741,-6.89482
  31,2.25619,4.61317,-6.84914,2.25619,4.61317,-6.84914
  32,11.2792,4.1598,-6.84967,11.2792,4.1598,-6.84967
  33,4.5193,4.74858,-6.96215,4.5193,4.74858,-6.96215
  34,9.03751,4.5237,-6.96316,9.03751,4.5237,-6.96316
  35,2.25841,4.75983,-6.93671,2.25841,4.75983,-6.93671
  36,11.2901,4.30837,-6.93784,11.2901,4.30837,-6.93784
  37,4.52438,4.91199,-6.99415,4.52438,4.91199,-6.99415
  38,9.04259,4.62481,-6.98626,9.04259,4.62481,-6.98626
  39,2.26089,4.92584,-6.98526,2.26089,4.92584,-6.98526
  40,6.49047,6.66794,-7,6.49047,6.66794,-7
  41,11.3049,4.52558,-6.99211,11.3049,4.52558,-6.99211
  42,11.2808,5.69285,-7,11.2808,5.69285,-7
  43,10.9846,7.54804,-7,10.9846,7.54804,-7
  44,-1.94007e-027,5.05363,-2.32445,-1.94007e-027,5.05363,-2.32445
  45,-1.94007e-027,6.74388,2.33333,-1.94007e-027,6.74388,2.33333
  46,-2.28652e-027,8.37205,-2.33333,-2.28652e-027,8.37205,-2.33333
  47,4.22698,8.37205,-7,4.22698,8.37205,-7
  48,0,4.87458,-2.30203,0,4.87458,-2.30203
  49,3.46458e-028,4.99112,2.33333,3.46458e-028,4.99112,2.33333
  50,0,4.71765,-2.26467,0,4.71765,-2.26467
  51,0,4.81992,2.32445,0,4.81992,2.32445
  52,0,4.58426,-2.21664,0,4.58426,-2.21664
  53,0,4.66941,2.30203,0,4.66941,2.30203
  54,0,4.48719,-2.16223,0,4.48719,-2.16223
  55,0,4.54671,2.26467,0,4.54671,2.26467
  56,0,4.46459,2.21664,0,4.46459,2.21664
  57,13.6135,3.80904,-6.59383,13.6135,3.80904,-6.59383
  58,13.7125,3.78775,-6.5375,13.7125,3.78775,-6.5375
  59,13.614,3.90617,-6.74688,13.614,3.90617,-6.74688
  60,13.7071,3.87104,-6.69852,13.7071,3.87104,-6.69852
  61,13.6152,4.03944,-6.86941,13.6152,4.03944,-6.86941
  62,13.6997,3.99294,-6.83232,13.6997,3.99294,-6.83232
  63,13.617,4.19976,-6.95306,13.617,4.19976,-6.95306
  64,13.691,4.14514,-6.92977,13.691,4.14514,-6.92977
  65,13.5994,4.37396,-6.99211,13.5994,4.37396,-6.99211
  66,13.6615,4.31532,-6.98422,13.6615,4.31532,-6.98422
  67,13.872,4.80408,-7,13.872,4.80408,-7
  68,13.8081,5.91195,-7,13.8081,5.91195,-7
  69,4.50493,4.26367,6.03333,4.50493,4.26367,6.03333
  70,4.50322,4.26961,6.35192,4.50322,4.26961,6.35192
  71,2.25347,4.33948,5.76667,2.25347,4.33948,5.76667
  72,0,4.42426,6.09556,0,4.42426,6.09556
  73,2.25176,4.35429,6.41415,2.25176,4.35429,6.41415
  74,11.2578,3.88688,6.03333,11.2578,3.88688,6.03333
  75,11.2584,3.8948,6.36039,11.2584,3.8948,6.36039
  76,9.00809,4.03732,5.76667,9.00809,4.03732,5.76667
  77,9.00704,4.05119,6.41231,9.00704,4.05119,6.41231
  78,13.6142,3.73893,5.76667,13.6142,3.73893,5.76667
  79,13.6128,3.74627,6.36039,13.6128,3.74627,6.36039
  80,13.7168,3.74094,6.03333,13.7168,3.74094,6.03333
  81,13.2401,3.14133,5.5,13.2401,3.14133,5.5
  82,15.5945,2.99349,5.5,15.5945,2.99349,5.5
  83,8.73699,3.36768,5.5,8.73699,3.36768,5.5
  84,0,2.4718,1.83333,0,2.4718,1.83333
  85,6.48351,2.4718,5.5,6.48351,2.4718,5.5
  86,6.35135,0,-8.02667,6.35135,0,-8.02667
  87,0,-1,-9.05333,0,-1,-9.05333
  88,0,-1,-3.36,0,-1,-3.36
  89,0,0.0131373,2.22043,0,0.0131373,2.22043
  90,6.35135,0.0131373,-6.88709,6.35135,0.0131373,-6.88709
  91,0,0.0262747,-2.33333,0,0.0262747,-2.33333
  92,16.0176,0,-9.05333,16.0176,0,-9.05333
  93,8.47996,-1,-10.08,8.47996,-1,-10.08
  94,13.889,0,-8.02667,13.889,0,-8.02667
  95,26.0611,0,-3.36003,26.0611,0,-3.36003
  96,25.7505,-1,-10.0574,25.7505,-1,-10.0574
  97,25.7505,0,3.33735,25.7505,0,3.33735
  98,24.4976,0,-2.33336,24.4976,0,-2.33336
  99,16.9599,-2,-10.08,16.9599,-2,-10.08
 100,26.9705,0,-3.33744,26.9705,0,-3.33744
 101,26.6711,-1,-9.94715,26.6711,-1,-9.94715
 102,26.6711,0,3.27227,26.6711,0,3.27227
 103,26.0611,-2,-10.0348,26.0611,-2,-10.0348
 104,27.8506,0,-3.27236,27.8506,0,-3.27236
 105,27.5602,-1,-9.70851,27.5602,-1,-9.70851
 106,27.5602,0,3.16379,27.5602,0,3.16379
 107,26.9705,-2,-9.88207,26.9705,-2,-9.88207
 108,28.6819,0,-3.16388,28.6819,0,-3.16388
 109,28.4114,-1,-9.344,28.4114,-1,-9.344
 110,28.4114,0,3.01625,28.4114,0,3.01625
 111,27.8506,-2,-9.60002,27.8506,-2,-9.60002
 112,29.4491,0,-3.01634,29.4491,0,-3.01634
 113,29.2007,-1,-8.86291,29.2007,-1,-8.86291
 114,29.2007,0,2.83023,29.2007,0,2.83023
 115,28.6819,-2,-9.19647,28.6819,-2,-9.19647
 116,30.133,0,-2.83032,30.133,0,-2.83032
 117,29.9153,-1,-8.27313,29.9153,-1,-8.27313
 118,29.9153,0,2.61248,29.9153,0,2.61248
 119,29.4491,-2,-8.6769,29.4491,-2,-8.6769
 120,30.7228,0,-2.61257,30.7228,0,-2.61257
 121,30.5368,-1,-7.58924,30.5368,-1,-7.58924
 122,30.5368,0,2.3641,30.5368,0,2.3641
 123,30.133,-2,-8.05538,30.133,-2,-8.05538
 124,31.2039,0,-2.36419,31.2039,0,-2.36419
 125,31.0564,-1,-6.822,31.0564,-1,-6.822
 126,31.0564,0,2.09363,31.0564,0,2.09363
 127,30.7228,-2,-7.34086,30.7228,-2,-7.34086
 128,31.5684,0,-2.09372,31.5684,0,-2.09372
 129,31.4599,-1,-5.9907,31.4599,-1,-5.9907
 130,31.4599,0,1.80327,31.4599,0,1.80327
 131,31.2039,-2,-6.55153,31.2039,-2,-6.55153
 132,31.807,0,-1.80335,31.807,0,-1.80335
 133,31.742,-1,-5.1106,31.742,-1,-5.1106
 134,31.742,0,1.50389,31.742,0,1.50389
 135,31.5684,-2,-5.70034,31.5684,-2,-5.70034
 136,31.9173,0,-1.50398,31.9173,0,-1.50398
 137,31.8947,-1,-4.20123,31.8947,-1,-4.20123
 138,31.8947,0,1.19327,31.8947,0,1.19327
 139,31.807,-2,-4.81122,31.807,-2,-4.81122
 140,31.9399,-1,-1.19336,31.9399,-1,-1.19336
 141,31.9173,-2,-3.89061,31.9173,-2,-3.89061
 142,31.9173,-1,3.89052,31.9173,-1,3.89052
 143,31.9399,-2,1.19327,31.9399,-2,1.19327
 144,31.807,-1,4.81113,31.807,-1,4.81113
 145,31.8947,-2,4.20114,31.8947,-2,4.20114
 146,31.5684,-1,5.70025,31.5684,-1,5.70025
 147,31.742,-2,5.11051,31.742,-2,5.11051
 148,31.2039,-1,6.55145,31.2039,-1,6.55145
 149,31.4599,-2,5.99061,31.4599,-2,5.99061
 150,30.7228,-1,7.34077,30.7228,-1,7.34077
 151,31.0564,-2,6.82192,31.0564,-2,6.82192
 152,30.133,-1,8.05529,30.133,-1,8.05529
 153,30.5368,-2,7.58916,30.5368,-2,7.58916
 154,29.4491,-1,8.67681,29.4491,-1,8.67681
 155,29.9153,-2,8.27304,29.9153,-2,8.27304
 156,28.6819,-1,9.19638,28.6819,-1,9.19638
 157,29.2007,-2,8.86282,29.2007,-2,8.86282
 158,27.8506,-1,9.59994,27.8506,-1,9.59994
 159,28.4114,-2,9.34391,28.4114,-2,9.34391
 160,26.9705,-1,9.88199,26.9705,-1,9.88199
 161,27.5602,-2,9.70842,27.5602,-2,9.70842
 162,26.0611,-1,10.0347,26.0611,-1,10.0347
 163,26.6711,-2,9.94706,26.6711,-2,9.94706
 164,8.47996,0,9.05327,8.47996,0,9.05327
 165,16.9599,-1,10.0799,16.9599,-1,10.0799
 166,14.8313,0,8.02664,14.8313,0,8.02664
 167,22.369,0,8.02664,22.369,0,8.02664
 168,23.5552,0,3.35997,23.5552,0,3.35997
